main_category_name,sub_category_name,ranking,title,orig_price,discount_price,discount_percent
ALL,ALL,1,[메가박스](유니버스클럽 전용 쿠폰적용가 5천원) 메가박스 일반예매권 2D-주중/주말,15000,15000,0
ALL,ALL,2,[마이비]1.8만초특가) 마이비 얼룩제거제 300ml 리필 6팩 외 /삶기세제/건조기선유유연제 모임즌,66330,19900,69
ALL,ALL,3,[코디]블루 3겹 데코 화장지 27m 30롤 3팩 휴지 (쿠폰가 29540),42200,33200,21
ALL,ALL,4,[동원에프앤비]동원 라이트 스탠다드 참치 150g 원터치 12개,32500,26800,17
ALL,ALL,5,수산곳간 크리스피 빠삭어포 8종 럭키박스 초특가 묶음 할인 (단하루 46%),26900,26900,0
ALL,ALL,6,3년 숙성 하동 황매실원액 1L 2병 매실액기스 매실청,15000,15000,0
ALL,ALL,7,[구글플레이]기프트코드 10만원 / 구글 기프트카드,100000,95500,4
ALL,ALL,8,[센텔리안24]12%+10% 중복쿠폰 마데카크림 액티브스킨포뮬러 50ml 3개 + 15ml 1개,74080,37040,50
ALL,ALL,9,[CGV](CGV) 1월 G마켓 예매권(2D),15000,10600,29
ALL,ALL,10,[아이러브베베]레이온100% 75g시그니앙 더블루 72매 20팩 캡형 엠보 아기물티슈,26200,26200,0
ALL,ALL,11,고메 소바바 치킨 소이허니 순살 375gX5개,26500,23590,10
ALL,ALL,12,(12+10%) 은침 귀걸이 3천원대 균일가 외 목걸이/반지/팔찌 외,13000,3900,70
ALL,ALL,13,[햇반]햇반 210g x24입,29500,26550,10
ALL,ALL,14,[유한킴벌리]크리넥스 3겹 천연펄프 데코 소프트 화장지 34M-24롤X2팩+마스크4P(랜덤),38900,37740,2
ALL,ALL,15,[구글플레이]기프트코드 5만원 / 구글 기프트카드,50000,47750,4
ALL,ALL,16,옛날과자 전통 고급종합전병 1kg+1kg,14700,14700,0
ALL,ALL,17,[맥퀸뉴욕]맥퀸뉴욕 76종 베스트셀러 브랜드 모음전 4만개 재입고 3시 당일출고 Since2013,22000,9900,55
ALL,ALL,18,[구글플레이]기프트코드 3만원 / 구글 기프트카드,30000,28650,4
ALL,ALL,19,한라봉 쿠폰가 19280원 13Brix당도보장 신품종 써니트 한라봉 레드한라봉 2kg 중소과 (2개구매시4.5kg),21900,21900,0
ALL,ALL,20,[스파클]스파클생수 500ml 100병 (도착보장/무라벨생수),22900,22900,0
ALL,ALL,21,[스타벅스](스타벅스)(APP전용) e카드 10만원 교환권,100000,100000,0
ALL,ALL,22,[삼립]삼립  발효미종 상온 호빵 4입 4봉 골라담기(쿠폰가13880),18500,18500,0
ALL,ALL,23,JEEP spirit 고급양모 겨울 방한 비니모자 남자 여자 남성 여성 CA 0633,54700,16410,70
ALL,ALL,24,[베베숲]베베숲 물티슈 고평량 도톰 물티슈 프라임 70평량 70매 캡 20팩,31900,29980,6
ALL,ALL,25,[동원에프앤비]동원 리챔 더블라이트 200g 10캔,27900,23340,16
ALL,ALL,26,독일 맥주효모 비오틴 검정콩 180정 6개월분 단하루 22% 파격특가+사은품 90정 증정 새해맞이 럭키 이벤트,41000,37600,8
ALL,ALL,27,추가쿠폰특가 에듀왕 점프왕수학 최상위/기본편/실력편 꼭알 KMA 시리즈,18880,14110,25
ALL,ALL,28,빅마마 이혜정의 시크릿코인 205알(육수한알/개별포장),48900,48900,0
ALL,ALL,29,[너트리]볶음땅콩 3.75kg 알큰사이즈 23년산,25900,25900,0
ALL,ALL,30,(50여종)남여양말20컬레세트 기모니삭스 무지 장목 기모  양말 남자 여자 수면 겨울,33000,9900,70
ALL,ALL,31,[락토핏]종근당건강 유산균 락토핏 골드 50포 3통(150일분) +증정,38900,35010,10
ALL,ALL,32,[스타벅스](스타벅스)(APP전용) e카드 5만원 교환권,50000,50000,0
ALL,ALL,33,[순수식품]rTG 알티지 오메가3 비타민D (1/1 12%+20%중복)6개월분(180캡슐) 식물성캡슐 비타민A E 10종복합기능성,33900,33900,0
ALL,ALL,34,[다신샵]저탄수 곤약현미김밥 5종 10팩 골라담기 / 식단관리,40900,40900,0
ALL,ALL,35,(23년신상/단독) 송월 테리갤러리 순면 코마사 타월 10장+10장세트,69900,57400,17
ALL,ALL,36,히말라야 파티피플 숙취해소제 츄어블 캔디 20p 간편한 숙취케어,19900,14900,25
ALL,ALL,37,[아침농산]2023년 햅쌀 농부의아침 쌀10kg 백미 상등급,25900,25900,0
ALL,ALL,38,[스팸]스팸 클래식 200g x9개,31500,28350,10
ALL,ALL,39,[슬로우랩]다리붓기 피로회복 발바닥 빼독패치 쑥향 3+1개 (총40매),25800,12900,50
ALL,ALL,40,[비비고][CJ제일제당] (CJ 제일제당)비비고 사골곰탕500gx18봉,17000,17000,0
ALL,ALL,41,[스팸]스팸 25%라이트 200g x9개,31500,28350,10
ALL,ALL,42,[스킨푸드](+12%쿠폰) 스킨푸드 선착순 특가/본품 용량 증정 포함 ~53% 한겨울 보습 대전 /당근패드/블랙슈가/로열허니,49500,14850,70
ALL,ALL,43,[퍼스트스타](최대22%쿠폰)1+1 남녀공용 양털 플리스 팬츠/기모티/패딩 RK20,66300,19900,69
ALL,ALL,44,[스타벅스]스타벅스 e카드 5만원 교환권,50000,50000,0
ALL,ALL,45,유나네농장 노지감귤 10kg 로얄과(S/M과) 12bix 내외,26800,26800,0
ALL,ALL,46,[오아]무드500 가습기 미니 무드등 초음파 간편세척 세척편한 사무실 탁상 책상 탁상용 책상용,32900,25900,21
ALL,ALL,47,[뱅뱅]12%쿠폰 뱅뱅 본사 FW 시즌오프 경량패딩/기모팬츠 외,59800,21000,64
ALL,ALL,48,아침이슬사과 23년 첫 수확 빨간 햇 부사 사과 5kg 실속 중대과(10-23과),23900,23900,0
ALL,ALL,49,ARCTIC P12 PWM PST VALUE PACK 서린 (5팩  정품),29900,29900,0
ALL,ALL,50,[구글플레이]기프트코드 1만원 / 구글 기프트카드,10000,9550,4
ALL,ALL,51,뺑구 Pick 12종 선정 그림책 (강아지똥/이파라파냐무냐무/배고픈 애벌레/엄마마중/터널/먼지깨비 외),12000,12000,0
ALL,ALL,52,[온더바디]온더바디 수퍼보타닉 바디워시 900g 3개 레몬 로즈마리 로즈,16500,15000,9
ALL,ALL,53,충남 논산  설향 딸기 특 750g내외 24-30과 / 16710원(최종혜택가) / 일 500개 한정 수량,20400,20400,0
ALL,ALL,54,[코디]코디 순수 3겹 데코 30Mx30롤x3팩 화장지 휴지,31400,31400,0
ALL,ALL,55,[에그머니](에그머니) 온라인게임상품권 5만원,50000,45500,9
ALL,ALL,56,(신세계 규격)(신세계의정부점)깨끗한나라 순수프리미엄 30m30롤 3팩,50400,45360,10
ALL,ALL,57,[푸마](신세계센텀점)테버리스 나이트로 20th Annive  레트로 런닝스니커즈 391905-01 단독 에디션상품,54500,43600,20
ALL,ALL,58,[농심]육개장사발면 24개입,23900,23900,0
ALL,ALL,59,능률/ 수능까지 이어지는 독해력 향상 패키지 학년별 세트,32000,22400,30
ALL,ALL,60,[슈퍼대디]아기물티슈 (쿠폰+카드7% 역대 18990원) 시그니처 미스터펭 민트 캡형 70매 20팩 (70g),31400,31400,0
ALL,ALL,61,[좋은느낌](총115P 17850원+증정) 좋은느낌 오리지널/유기농순면 생리대+사은품,27900,25500,8
ALL,ALL,62,[햇반](현대hmall) [CJ] 햇반210gX 36개,34500,32780,4
ALL,ALL,63,[깨끗한나라]깨끗한나라 순수시그니처 화장지 브라운 30m 30롤 2팩,55200,39500,28
ALL,ALL,64,[햇반]햇반흑미밥210gx6+매일잡곡밥210gx6+현미쌀밥 210Gx6,26500,23850,10
ALL,ALL,65,[스케쳐스]8만원인하스케쳐스 23FW 여성 헝가리 퍼펙트 허그 다운+머플러,89000,89000,0
ALL,ALL,66,최저가 Milano41 레이스 쏙쏙 보정 팬티 8종,59900,56310,5
ALL,ALL,67,[펩시]펩시콜라 제로슈거 라임 355ml 24캔 캔음료,21000,21000,0
ALL,ALL,68,[비비고]비비고 사골곰탕 500g 18개,23500,21150,10
ALL,ALL,69,[빕스](빕스/이디야) 페이즈 기프트 외식 5만원권,50000,47500,5
ALL,ALL,70,[해야미]바베큐 페스츄리 오징어 허니버터향  150g +150g,10900,10900,0
ALL,ALL,71,씨투엠에듀 도형학습의 기준 플라토 유치~초등 단계별 선택구매(전4권),48000,26120,45
ALL,ALL,72,[맛젤]메로골드 세콰이어 점보 6kg 내외 10입 미국산 청자몽 맛젤 직영점 멜로골드,19900,19900,0
ALL,ALL,73,[애플순]사과즙 애플순 110ml x 80포 NFC 착즙 (스마일배송),22900,22900,0
ALL,ALL,74,[플루](1+1) 플루 아로마 퍼퓸 스크럽 바디워시 1000ml +사은품 증정(~1/2까지),23800,21800,8
ALL,ALL,75,[롯데칠성]칠성사이다 350ml 24캔,24000,16900,29
ALL,ALL,76,[구글플레이]기프트코드 20만원 / 구글 기프트카드,200000,191000,4
ALL,ALL,77,[스팸]스팸 클래식 340g x9개,43500,39150,10
ALL,ALL,78,[로쎄앙]틴트스틱 15colors 1+1 로쎄앙 BEST 지속력 좋은 립 틴트 2개,10900,8510,21
ALL,ALL,79,[SOil](S-OIL) 에쓰-오일 모바일주유상품권 5만원권,50000,49250,1
ALL,ALL,80,[스타벅스](스타벅스)(APP전용) e카드 3만원 교환권,30000,30000,0
ALL,ALL,81,JEEP spirit (지프스피릿) 겨울 야구 캡모자  볼캡 남자 여자 남성 여성 CA0152,54000,16200,70
ALL,ALL,82,샤인머스캣 1.5kg/박스 (2~3송이),19900,19900,0
ALL,ALL,83,감귤나라 감귤 10KG 중대과 ( L~2L) 특가세일,16800,16800,0
ALL,ALL,84,다용도 푸드메이커 죽 두유 제조기 미니 믹서기 800ml 화이트 두유기 이유식 호박죽 콩국수국물 쉐이크+믹서,28500,27500,3
ALL,ALL,85,[맥심](행사상품) N 동서식품 모카골드믹스 230T 2760G ,27500,27500,0
ALL,ALL,86,국내산 탱글탱글 구운계란 30알 x 2판,18000,14990,16
ALL,ALL,87,[고려은단]비타민C 1000 600정 X 1개 (20개월분),52380,41900,20
ALL,ALL,88,[구글플레이]기프트코드 15만원 / 구글 기프트카드,150000,143250,4
ALL,ALL,89,[투썸플레이스](투썸플레이스) 스트로베리 초콜릿 생크림,37000,35890,3
ALL,ALL,90,[햇반]CJ 햇반 210g 36개 1박스,42500,42500,0
ALL,ALL,91,[비비고]비비고 왕교자1.05kg 3개,30500,26840,12
ALL,ALL,92,[어나더디](20%쿠폰가 12720원)남녀 데일리 밍크 수면 잠옷세트 모음 잠옷 극세사 파자마 세트 상의 하의 바지,53000,15900,70
ALL,ALL,93,[연세두유]연세우유 연세 뼈를 생각한 고칼슘 두유 검은콩 48팩+호두아몬드 48팩 / 총 96,30900,30900,0
ALL,ALL,94,네파이젠벅 최종가 NO SALE 에어스킨 기능성 드로즈 10종,49900,47410,4
ALL,ALL,95,(비아에듀) 개념연결 수학사전 시리즈 / 연산의 발견 (선택구매),22000,15400,30
ALL,ALL,96,[스타벅스](스타벅스) (APP전용) e카드 2만원 교환권,20000,20000,0
ALL,ALL,97,감귤나라 감귤 10KG 랜덤과 ( 2S ~ M ) 추천특가,21900,21900,0
ALL,ALL,98,얼갈이+열무김치 2kg 전라도 보성엔 녹차 별미 김치,11900,11900,0
ALL,ALL,99,[동원에프앤비]리챔 오리지널 200g 10캔,27900,23340,16
ALL,ALL,100,[미래생활]잘풀리는집 순수PURE천연펄프 25m 30롤 x 3팩 휴지,42900,35900,16
ALL,ALL,101,[정직한패드]20g X 400매 정직한 애견패드 강아지패드 배변패드,29900,29900,0
ALL,ALL,102,모스트맘 국민잠옷 가을 신상 피치기모 세트/쿨세트/커플잠옷/주니어 잠옷,43000,12900,70
ALL,ALL,103,[비트](300g 샘플증정)비트 비트 딥클린파워 액체세제 4L 용기 x 3개+증정비트 액체300g,29900,24900,16
ALL,ALL,104,가평 잣 두부과자 110gx10봉 국산콩/ haccp인증완료/ 수제과자,25900,25900,0
ALL,ALL,105,[미엘(리빙)]미엘 클래식 물티슈 100매 캡형 20팩 우체국택배 빠른배송,22900,22900,0
ALL,ALL,106,[동원에프앤비]동원 양반 한우사골곰탕 460g 20개,24900,24900,0
ALL,ALL,107,[믈레코비타]믈레코비타 수입멸균우유 1000ml 아이러브밀크 12개입,22000,22000,0
ALL,ALL,108,[SFG우설화](SFG신화푸드) 페이즈 통합 디지털 5만원권,50000,46000,8
ALL,ALL,109,[로아앤제인](대전신세계)몽이 덤블 점퍼 RJ23FJK10BR,42000,42000,0
ALL,ALL,110,[스파클]스파클생수 2L 30병 (도착보장/무라벨생수),19900,19900,0
ALL,ALL,111,[하기스]2023 네이처메이드 4팩 외 특가 모음전+사은품,112500,112500,0
ALL,ALL,112,[롯데칠성]펩시콜라 제로 210ml x 60캔 (30캔 2박스),32800,32800,0
ALL,ALL,113,씨투엠에듀 예비초등수학 구구단/시계와달력/길이와화폐 선택구매 (전2권),26000,14550,44
ALL,ALL,114,토도영어 1년 멤버십 (한자녀 / 두자녀),588000,369000,37
ALL,ALL,115,[브리타]막스트라 플러스 필터 3개월분,20900,20900,0
ALL,ALL,116,[깨끗한나라]건강한 유기농 순수한면 생리대/최대94P 혜택가15960원 중형16Px5팩+4P/물티슈 외 증정,22800,22800,0
ALL,ALL,117,(한국삐아제) 키즈LP 토토 (본품+원목 케이스+LP사운드카드 150장) 선택구매,96000,39800,58
ALL,ALL,118,나이키 모자 헤리티지86 퓨추라 레거시91 드라이핏 스우시 볼캡 5종 남성여성 스포츠 골프 야구 모자,28800,14400,50
ALL,ALL,119,[캐츠랑]무배/박스포장 오리지널 캐츠랑 전연령 이십키로,49900,47900,4
ALL,ALL,120,[비비고][본사배송] 비비고 한우사골곰탕 500g X 18개,35640,22460,36
ALL,ALL,121,[아이러브베베]아이러브베베아기물티슈 핑크100매캡형X20팩,15500,15500,0
ALL,ALL,122,[오늘]오늘 천연펄프 키친타올 125매 4롤 4개 총16롤,16660,11900,28
ALL,ALL,123,[오리온]초코송이 36g X 18개입 X 2박스,19000,19000,0
ALL,ALL,124,(아이세움) 처음 읽는 그리스 로마신화  전10권,127500,89250,30
ALL,ALL,125,우리아이 겨울방학 공부법 자녀교육서,22500,18000,20
ALL,ALL,126,[브프캣]브프캣 20kg 길고양이 길냥이 대용량 사료,34300,34300,0
ALL,ALL,127,[SOil](S-OIL) 에쓰-오일 모바일주유상품권 3만원권,30000,29550,1
ALL,ALL,128,[올반키친]올반 찰핫도그 80gX30봉,34500,34500,0
ALL,ALL,129,[건강한끼]국산 찹쌀 10kg (5kg+5kg) 2023년산 동진찰,32500,29250,10
ALL,ALL,130,(깨비농원) 고당도 레드향 2kg 소과(12-16과),25900,25900,0
ALL,ALL,131,[올리브영](올리브영) 기프트카드 5만원권,50000,50000,0
ALL,ALL,132,라코스테 코튼 플리스 조거팬츠/트랙팬츠 2종 택1,39900,39900,0
ALL,ALL,133,씨투엠에듀 응용연산 단계별 세트 선택구매 - 상위권으로 가는 문제해결 연산 학습지,50000,28000,44
ALL,ALL,134,품절 대란 지스튜디오 실크 100 방도 스카프,69000,69000,0
ALL,ALL,135,[비버리힐즈폴로클럽][비버리힐스폴로클럽] 23FW 여성 울혼방 케이블니트3종,99000,99000,0
ALL,ALL,136,[농심]신라면+안성탕면+너구리+짜파게티 20봉,20900,20900,0
ALL,ALL,137,[구글플레이]기프트코드 1만 5천원 / 구글 기프트카드,15000,14320,4
ALL,ALL,138,[구달]청귤 비타C 잡티케어 패드 70매+70매 리필기획세트,34900,34900,0
ALL,ALL,139,[제주삼다수]제주삼다수 무라벨 2L 24병 /생수전문배송,29200,29200,0
ALL,ALL,140,[비비고]비비고 왕교자 1.4KG x2,26500,23320,12
ALL,ALL,141,제주 GIFT 명품과일 에디션 2.2kg/박스,39800,39800,0
ALL,ALL,142,[밀카]밀카 타블렛 초콜릿 100g 12개 맛선택,18900,18900,0
ALL,ALL,143,[시크릿데이](쿠폰+사은품 13730원)생리대 미피/러브/블랙 중/대/입는 오버+사은품(입오버 샘플+블랙가방),19700,19700,0
ALL,ALL,144,은평 볼베어파크 실내 키즈카페 가볼만한곳,23000,21620,6
ALL,ALL,145,냉장강화肉식 양념 소불고기 800g,19900,19900,0
ALL,ALL,146,2023년산이맛쌀 20kg,56900,56900,0
ALL,ALL,147,[제주삼다수]제주삼다수 무라벨 2L 12병 /생수전문배송,14600,12960,11
ALL,ALL,148,[CJ제일제당]가쓰오우동 4인분 3개,26500,22530,14
ALL,ALL,149,[롯데칠성]레쓰비 마일드 캔커피 175ml x 60캔,27000,27000,0
ALL,ALL,150,[아이러브베베]시그니앙 오가든75g 엠보 20팩 캡형 아기물티슈 72매,25900,25900,0
ALL,ALL,151,[좋은느낌]NEW 입는오버나이트 생리대 8PX4팩/유기농/입는데이팬티,29400,29400,0
ALL,ALL,152,[네이처리퍼블릭](12%쿠폰+사은품) 새해맞이 SALE 진짜진짜/어린녹차 특가~70%,51000,21890,57
ALL,ALL,153,(12%+카드7%:21.210원) 2+1 3종세트 스타일아유 와이드 팬츠 슬랙스 기모 일자핏 코듀로이 롱바지 LP0593,86300,25900,69
ALL,ALL,154,[넥슨](넥슨카드)(PIN발송) 온라인게임상품권 5만원,50000,47200,5
ALL,ALL,155,유나네농장 노지감귤 10KG 프리미엄로얄과(s과) 12bix 내외,27800,27800,0
ALL,ALL,156,[정관장]활기력 20ml 16병 (쇼핑백동봉),46000,36800,20
ALL,ALL,157,[오설록]오설록 프리미엄 티 컬렉션 10종세트,26000,26000,0
ALL,ALL,158,[지프 (의류)]JEEP spirit (지프스피릿) 소가죽남성벨트 남자 남성 허리띠 정장 BT 0475,79000,23700,70
ALL,ALL,159,JEEP spirit 겨울용 넥워머 스카프 목도리 머플러 여성 남성 여자 남자 CA0636,50000,15000,70
ALL,ALL,160,한라산농장 한라봉 10KG 쥬스용 랜덤(소과~대과)혼합과~특정과,28800,28800,0
ALL,ALL,161,23FW 아리스토우 남성 클라우드 패딩자켓+베스트 2종,29100,29100,0
ALL,ALL,162,(백화점 판매동일)23FW 캠포릭 여성 다이얼락  패딩 방한화,49800,47310,5
ALL,ALL,163,[오르시떼](대전신세계)오르시떼오르시떼 아동 잠옷 새해 기획 9종 택1,25000,20500,18
ALL,ALL,164,오늘반찬은 신선한란 30구 대란,8490,8490,0
ALL,ALL,165,[겔업]겔업 고농축 액체세제 2.5L x 4개 세탁세제 총10000ml,10000,9900,1
ALL,ALL,166,[제주삼다수]제주삼다수 무라벨 500ml 40병 /생수전문배송,21000,19200,8
ALL,ALL,167,[코카콜라]코카콜라 업소용 500ml x 24펫,21690,21690,0
ALL,ALL,168,고양이 수면양말 5종세트 무압박 수면 수족냉증 보온 삭스,23000,6900,70
ALL,ALL,169,쿠폰12%+20% 사은품증정 레코브 F/W 시즌오프 연말룩/패딩/코트/원피스/스웨터/팬츠 총출동,77400,24000,68
ALL,ALL,170,임자도대파 소불고기 (800g),16980,16980,0
ALL,ALL,171,윤남텍 간편세척 초음파 다목적 가습기/YN-101/G마켓,82000,82000,0
ALL,ALL,172,[아디다스](대전신세계)New Performance VL 코트_ID3710ID3711ID3712ID3714ID3715ID3709,55200,44160,20
ALL,ALL,173,[맥심]맥심 모카골드 마일드 커피믹스 250입(쓱배송),33980,33980,0
ALL,ALL,174,[동원에프앤비]DHA 참치 150g 원터치 12캔,32500,26800,17
ALL,ALL,175,[출판사 길벗]길벗_교과서가 쉬워지는 주말여행(개정판)+한국사여행,57600,48000,16
ALL,ALL,176,[락토핏]종근당건강 유산균 락토핏 골드 50포 6통(300일분) +증정,75900,68310,10
ALL,ALL,177,(NS홈쇼핑) 서울 F B 고칼슘 두유습관 96팩(검은콩 호두아몬드 190mlX48팩+검은참깨 190mlX48팩..[32822...,27210,27210,0
ALL,ALL,178,[이너리즘](20% 쿠폰가 7920원) (2장세트) 1+1 부드러운 극세사 홈웨어 밍크 융털 수면바지 잠옷,33000,9900,70
ALL,ALL,179,[스팸]스팸 클래식 340g x6+스팸 25%라이트 340g x2,37500,33750,10
ALL,ALL,180,(12%쿠폰) 오프닝 기모 조거 팬츠 8color / 겨울바지 융털 남녀공용 트레이닝 모음전 택1 (쿠폰가 : 6950원),26330,7900,69
ALL,ALL,181,[로얄캐닌]로얄캐닌 인도어 고양이사료 4kg+유리너리케어 100g 증정,58900,58900,0
ALL,ALL,182,안중농협 슈퍼오닝 고시히카리 10kg GAP인증/23년산 햅쌀/고시/특,36900,36900,0
ALL,ALL,183,(쌀가게)(신세계본점)주문폭증/순차출고2023년산  쌀가게  수향미 (특등급) 10kg,39500,36740,6
ALL,ALL,184,[벨롭]밸롭 아쿠아슈즈/워터슈즈/래쉬가드/수영복/비치웨어/여성/남성/아동/키즈 모음전,65000,19900,69
ALL,ALL,185,고창 김민상님의 황토밭 햇 꿀밤고구마 10kg 특상,32900,31900,3
ALL,ALL,186,[다우니]다우니 프리미엄 액체형 세탁세제 실내건조 2.8L 2개,49600,49600,0
ALL,ALL,187,[머지](1/1 틴트증정) 무드 오버 스머징 립 펜슬 1+1(총 2개)/오버립 연출+음영 만능 펜슬,39660,11900,69
ALL,ALL,188,[플레이보이](5매입)남성 자극없는 무봉제 심리스 드로즈 세트 PMD2119-5,79660,23900,69
ALL,ALL,189,올리 컴포트 래빗 퍼 부츠,39000,34400,11
ALL,ALL,190,23FW 아리스토우 여성 클라우드 패딩자켓+베스트 2종,29100,29100,0
ALL,ALL,191,아리스토우 여성 클라우드 자켓+베스트 2종,39900,39900,0
ALL,ALL,192,올리 23FW 레빗 퍼 트리밍 부츠,39000,36660,6
ALL,ALL,193,[BBQ]BBQ 자메이카 통다리 바베큐 170g X 10팩,36500,32850,10
ALL,ALL,194,[스타벅스]스타벅스 e카드 3만원 교환권,30000,30000,0
ALL,ALL,195,23년햅쌀 바로이쌀10kg,19900,19900,0
ALL,ALL,196,[구글플레이]기프트코드 5천원 / 구글 기프트카드,5000,4770,4
ALL,ALL,197,[제주삼다수][무료배송] 제주 삼다수 2L 12병 (유라벨 / 무라벨 랜덤발송),12960,12960,0
ALL,ALL,198,기획 서귀포 실속 감귤 3.8kg (박스),20900,20900,0
ALL,ALL,199,[동원에프앤비]양반 진국 사골곰탕 500g x 20개,23950,21550,10
ALL,ALL,200,[청정원]집으로on 팔선생볶음밥4종(잡채/새우/해물/짜사이)x12 각3,23900,23900,0
e쿠폰,ALL,1,[문화상품권](클럽전용) 온라인문화상품권 5만원 (스마일캐시 직접충전 가능),50000,46250,7
e쿠폰,ALL,2,[메가박스](유니버스클럽 전용 쿠폰적용가 5천원) 메가박스 일반예매권 2D-주중/주말,15000,15000,0
e쿠폰,ALL,3,[컬쳐랜드](클럽전용) 컬쳐랜드 모바일문화상품권 5만원,50000,46500,7
e쿠폰,ALL,4,[컬쳐랜드](컬쳐랜드) 모바일문화상품권 5만원권 /컬쳐캐시 충전,50000,46750,6
e쿠폰,ALL,5,G배달 - G마켓 음식배달,3000,3000,0
e쿠폰,ALL,6,[문화상품권]온라인문화상품권 3만원 (스마일캐시 직접충전 가능),30000,27840,7
e쿠폰,ALL,7,G배달 - G마켓 음식배달,3000,3000,0
e쿠폰,ALL,8,[문화상품권]온라인문화상품권 5만원 (스마일캐시 직접충전 가능),50000,46400,7
e쿠폰,ALL,9,[컬쳐랜드](컬쳐랜드) 모바일문화상품권 3만원권 /컬쳐캐시 충전,30000,28050,6
e쿠폰,ALL,10,G배달 - G마켓 음식배달,3000,3000,0
e쿠폰,ALL,11,[요기요](요기요) 5만원권,50000,50000,0
e쿠폰,ALL,12,G배달 - G마켓 음식배달,3000,3000,0
e쿠폰,ALL,13,[구글플레이]기프트코드 10만원 / 구글 기프트카드,100000,95500,4
e쿠폰,ALL,14,[SSG](SSG) SSG상품권 3만원권 / 신세계 이마트 스타벅스 사용 가능 /스마일캐시 전환 가능,30000,28950,3
e쿠폰,ALL,15,[문화상품권]온라인문화상품권 1천원 (스마일캐시 직접충전 가능),1000,950,5
e쿠폰,ALL,16,G배달 - G마켓 음식배달,3000,3000,0
e쿠폰,ALL,17,G배달 - G마켓 음식배달,3000,3000,0
e쿠폰,ALL,18,G배달 - G마켓 음식배달,3000,3000,0
e쿠폰,ALL,19,[구글플레이]기프트코드 5만원 / 구글 기프트카드,50000,47750,4
e쿠폰,ALL,20,[컬쳐랜드](컬쳐랜드) 모바일문화상품권 1만원권 /컬쳐캐시 충전,10000,9500,5
e쿠폰,ALL,21,[이마트](특판) 이마트/트레이더스 3만원권 (전액사용형),30000,28650,4
e쿠폰,ALL,22,[해피머니상품권](해피머니) 온라인상품권 5만원,50000,47000,6
e쿠폰,ALL,23,[구글플레이]기프트코드 3만원 / 구글 기프트카드,30000,28650,4
e쿠폰,ALL,24,G배달 - G마켓 음식배달,3000,3000,0
e쿠폰,ALL,25,[해피머니상품권](클럽전용) 해피머니 온라인상품권 5만원,50000,46900,6
e쿠폰,ALL,26,[구글플레이]기프트코드 20만원 / 구글 기프트카드,200000,191000,4
e쿠폰,ALL,27,[스타벅스](스타벅스)(APP전용) e카드 10만원 교환권,100000,100000,0
e쿠폰,ALL,28,[스타벅스](스타벅스)(APP전용) e카드 5만원 교환권,50000,50000,0
e쿠폰,ALL,29,[도서문화상품권](북앤라이프)(PIN발송) 도서문화상품권 5만원,50000,47200,5
e쿠폰,ALL,30,토도영어 1년 멤버십 (한자녀 / 두자녀),588000,369000,37
e쿠폰,ALL,31,G배달 - G마켓 음식배달,3000,3000,0
e쿠폰,ALL,32,[SSG](SSG) SSG상품권 10만원권 / 신세계 이마트 스타벅스 사용 가능 / 스마일캐시 전환 가능,100000,96500,3
e쿠폰,ALL,33,G배달 - G마켓 음식배달,3000,3000,0
e쿠폰,ALL,34,G배달 - G마켓 음식배달,3000,3000,0
e쿠폰,ALL,35,[구글플레이]기프트코드 1만원 / 구글 기프트카드,10000,9550,4
e쿠폰,ALL,36,[SSG](SSG) SSG상품권 1만원권 / 신세계 이마트 스타벅스 사용 가능 /스마일캐시 전환 가능,10000,9650,3
e쿠폰,ALL,37,[빕스](빕스/이디야) 페이즈 기프트 외식 5만원권,50000,47500,5
e쿠폰,ALL,38,[SSG](SSG) SSG상품권 5만원권 / 신세계 이마트 스타벅스 사용 가능 / 스마일캐시 전환 가능,50000,48250,3
e쿠폰,ALL,39,[도서문화상품권](클럽전용) 북앤라이프 도서문화상품권 5만원권 / 온라인전용,50000,46500,7
e쿠폰,ALL,40,[스타벅스](스타벅스) (APP전용) e카드 2만원 교환권,20000,20000,0
e쿠폰,ALL,41,G배달 - G마켓 음식배달,3000,3000,0
e쿠폰,ALL,42,G배달 - G마켓 음식배달,3000,3000,0
e쿠폰,ALL,43,[CGV](CGV) 1월 G마켓 예매권(2D),15000,10600,29
e쿠폰,ALL,44,[컬쳐랜드](컬쳐랜드) 모바일문화상품권 3천원권 /컬쳐캐시 충전,3000,2850,5
e쿠폰,ALL,45,[요기요](요기요) 1만원권,10000,10000,0
e쿠폰,ALL,46,[스타벅스](스타벅스)(APP전용) e카드 3만원 교환권,30000,30000,0
e쿠폰,ALL,47,[컬쳐랜드](컬쳐랜드) 모바일문화상품권 5천원권 /컬쳐캐시 충전,5000,4750,5
e쿠폰,ALL,48,[문화상품권]온라인문화상품권 3천원 (스마일캐시 직접충전 가능),3000,2850,5
e쿠폰,ALL,49,[구글플레이]기프트코드 15만원 / 구글 기프트카드,150000,143250,4
e쿠폰,ALL,50,[이마트](특판) 이마트/트레이더스 1만원권 (전액사용형),10000,9550,4
e쿠폰,ALL,51,[에그머니](에그머니) 온라인게임상품권 5만원,50000,45500,9
e쿠폰,ALL,52,[이마트]신세계/이마트 모바일 10만원 (이마트 지류교환 전용),100000,98000,2
